,PhraseId,SentenceId,Phrase,Sentiment,final_subject,final_Phrase
7583,7584.0,308.0,"['[', ""'-lrb-"", ""'"", ',', ""'allen"", ""'"", ',', '``', ""'s"", ""''"", ',', ""'-rrb-"", ""'"", ',', ""'been"", ""'"", ',', ""'making"", ""'"", ',', ""'piffle"", ""'"", ',', ""'for"", ""'"", ',', ""'"", 'a', ""'"", ',', ""'long"", ""'"", ',', ""'while"", ""'"", ',', ""'"", ',', ""'"", ',', ""'and"", ""'"", ',', ""'hollywood"", ""'"", ',', ""'ending"", ""'"", ',', ""'may"", ""'"", ',', ""'be"", ""'"", ',', ""'his"", ""'"", ',', ""'way"", ""'"", ',', ""'of"", ""'"", ',', ""'saying"", ""'"", ',', ""'that"", ""'"", ',', ""'piffle"", ""'"", ',', ""'is"", ""'"", ',', ""'all"", ""'"", ',', ""'that"", ""'"", ',', ""'the"", ""'"", ',', ""'airhead"", ""'"", ',', ""'movie"", ""'"", ',', ""'business"", ""'"", ',', ""'deserves"", ""'"", ',', ""'from"", ""'"", ',', ""'him"", ""'"", ',', ""'right"", ""'"", ',', ""'now"", ""'"", ',', ""'"", '.', ""'"", ']']",2.0,"['polished', 'vastly', 'entertaining', 'caper', 'film', 'put', 'sting', 'back', 'con']",[]
7623,7624.0,309.0,"['[', ""'seeing"", ""'"", ',', ""'as"", ""'"", ',', ""'the"", ""'"", ',', ""'film"", ""'"", ',', ""'lacks"", ""'"", ',', ""'momentum"", ""'"", ',', ""'and"", ""'"", ',', ""'its"", ""'"", ',', ""'position"", ""'"", ',', ""'remains"", ""'"", ',', ""'mostly"", ""'"", ',', ""'undeterminable"", ""'"", ',', ""'"", ',', ""'"", ',', ""'the"", ""'"", ',', ""'director"", ""'"", ',', '``', ""'s"", ""''"", ',', ""'experiment"", ""'"", ',', ""'is"", ""'"", ',', ""'"", 'a', ""'"", ',', ""'successful"", ""'"", ',', ""'one"", ""'"", ',', ""'"", '.', ""'"", ']']",3.0,"['perfect', 'show', 'respect', 'one', 'underrated', 'professional', 'deserve', 'rarely', 'receive']",[]
7647,7648.0,310.0,"['[', ""'judith"", ""'"", ',', ""'and"", ""'"", ',', ""'zaza"", ""'"", ',', '``', ""'s"", ""''"", ',', ""'extended"", ""'"", ',', ""'bedroom"", ""'"", ',', ""'sequence"", ""'"", ',', ""'"", '...', ""'"", ',', ""'is"", ""'"", ',', ""'so"", ""'"", ',', ""'intimate"", ""'"", ',', ""'and"", ""'"", ',', ""'sensual"", ""'"", ',', ""'and"", ""'"", ',', ""'funny"", ""'"", ',', ""'and"", ""'"", ',', ""'psychologically"", ""'"", ',', ""'self-revealing"", ""'"", ',', ""'that"", ""'"", ',', ""'it"", ""'"", ',', ""'makes"", ""'"", ',', ""'most"", ""'"", ',', ""'of"", ""'"", ',', ""'what"", ""'"", ',', ""'passes"", ""'"", ',', ""'for"", ""'"", ',', ""'sex"", ""'"", ',', ""'in"", ""'"", ',', ""'the"", ""'"", ',', ""'movies"", ""'"", ',', ""'look"", ""'"", ',', ""'like"", ""'"", ',', ""'cheap"", ""'"", ',', ""'hysterics"", ""'"", ',', ""'"", '.', ""'"", ']']",4.0,"['want', 'macdowell', 'character', 'retrieve', 'husband', 'ask', 'whether', 'personal', 'odyssey', 'trump', 'carnage', 'claim', 'many', 'life', 'around']",[]
7689,7690.0,311.0,"['[', ""'uneven"", ""'"", ',', ""'performances"", ""'"", ',', ""'and"", ""'"", ',', ""'"", 'a', ""'"", ',', ""'spotty"", ""'"", ',', ""'script"", ""'"", ',', ""'add"", ""'"", ',', ""'up"", ""'"", ',', ""'to"", ""'"", ',', ""'"", 'a', ""'"", ',', ""'biting"", ""'"", ',', ""'satire"", ""'"", ',', ""'that"", ""'"", ',', ""'has"", ""'"", ',', ""'no"", ""'"", ',', ""'teeth"", ""'"", ',', ""'"", '.', ""'"", ']']",1.0,"['fun', 'nimble']",[]
7707,7708.0,312.0,"['[', ""'"", '...', ""'"", ',', ""'irritating"", ""'"", ',', ""'soul-searching"", ""'"", ',', ""'garbage"", ""'"", ',', ""'"", '.', ""'"", ']']",0.0,"['dodgy', 'mixture', 'cutesy', 'romance', 'dark', 'satire', 'murder', 'mystery']",[]
7714,7715.0,313.0,"['[', ""'"", 'a', ""'"", ',', ""'solid"", ""'"", ',', ""'"", ',', ""'"", ',', ""'spooky"", ""'"", ',', ""'entertainment"", ""'"", ',', ""'worthy"", ""'"", ',', ""'of"", ""'"", ',', ""'the"", ""'"", ',', ""'price"", ""'"", ',', ""'of"", ""'"", ',', ""'"", 'a', ""'"", ',', ""'ticket"", ""'"", ',', ""'"", '.', ""'"", ']']",3.0,"['frei', 'assemble', 'fascinating', 'profile', 'deeply', 'humanistic', 'artist', 'spite', 'witnessed', 'remain', 'surprisingly', 'idealistic', 'retain', 'extraordinary', 'faith', 'ability', 'image', 'communicate', 'truth', 'world', 'around']",[]
7728,7729.0,314.0,"['[', ""'ultimately"", ""'"", ',', ""'"", ',', ""'"", ',', ""'clarity"", ""'"", ',', ""'matters"", ""'"", ',', ""'"", ',', ""'"", ',', ""'both"", ""'"", ',', ""'in"", ""'"", ',', ""'breaking"", ""'"", ',', ""'codes"", ""'"", ',', ""'and"", ""'"", ',', ""'making"", ""'"", ',', ""'movies"", ""'"", ',', ""'"", '.', ""'"", ']']",2.0,"['film', 'fill', 'humorous', 'observation', 'general', 'absurdity', 'modern', 'life', 'see', 'eye', 'outsider', 'deftly', 'manage', 'avoid', 'many', 'condescend', 'stereotype', 'often', 'plague', 'film', 'deal', 'mentally', 'ill']",[]
7744,7745.0,315.0,"['[', ""'in"", ""'"", ',', ""'comparison"", ""'"", ',', ""'to"", ""'"", ',', ""'his"", ""'"", ',', ""'earlier"", ""'"", ',', ""'films"", ""'"", ',', ""'it"", ""'"", ',', ""'seems"", ""'"", ',', ""'"", 'a', ""'"", ',', ""'disappointingly"", ""'"", ',', ""'thin"", ""'"", ',', ""'slice"", ""'"", ',', ""'of"", ""'"", ',', ""'lower-class"", ""'"", ',', ""'london"", ""'"", ',', ""'life"", ""'"", ',', ""'"", ';', ""'"", ',', ""'despite"", ""'"", ',', ""'the"", ""'"", ',', ""'title"", ""'"", ',', ""'"", '...', ""'"", ',', ""'amounts"", ""'"", ',', ""'to"", ""'"", ',', ""'surprisingly"", ""'"", ',', ""'little"", ""'"", ',', ""'"", '.', ""'"", ']']",0.0,"['penetrating', 'glimpse', 'ego', 'comic']",[]
7773,7774.0,316.0,"['[', ""'proves"", ""'"", ',', ""'mainly"", ""'"", ',', ""'that"", ""'"", ',', ""'south"", ""'"", ',', ""'korean"", ""'"", ',', ""'filmmakers"", ""'"", ',', ""'can"", ""'"", ',', ""'make"", ""'"", ',', ""'undemanding"", ""'"", ',', ""'action"", ""'"", ',', ""'movies"", ""'"", ',', ""'with"", ""'"", ',', ""'all"", ""'"", ',', ""'the"", ""'"", ',', ""'alacrity"", ""'"", ',', ""'of"", ""'"", ',', ""'their"", ""'"", ',', ""'hollywood"", ""'"", ',', ""'counterparts"", ""'"", ',', ""'"", '.', ""'"", ']']",2.0,"['like', 'new', 'england', 'character', 'wander', 'thick', 'cloud', 'denial', 'movie', 'eventually', 'get', 'around', 'real', 'emotional', 'business', 'strike', 'deep', 'chord', 'sadness']",[]
7798,7799.0,317.0,"['[', ""'except"", ""'"", ',', ""'it"", ""'"", ',', '``', ""'s"", ""''"", ',', ""'much"", ""'"", ',', ""'"", ',', ""'"", ',', ""'much"", ""'"", ',', ""'better"", ""'"", ',', ""'"", '.', ""'"", ']']",4.0,"['maryam', 'timely', 'ever']",[]
7805,7806.0,318.0,"['[', ""'it"", ""'"", ',', ""'is"", ""'"", ',', ""'"", 'a', ""'"", ',', ""'happy"", ""'"", ',', ""'"", ',', ""'"", ',', ""'heady"", ""'"", ',', ""'jumble"", ""'"", ',', ""'of"", ""'"", ',', ""'thought"", ""'"", ',', ""'and"", ""'"", ',', ""'storytelling"", ""'"", ',', ""'"", ',', ""'"", ',', ""'an"", ""'"", ',', ""'insane"", ""'"", ',', ""'comic"", ""'"", ',', ""'undertaking"", ""'"", ',', ""'that"", ""'"", ',', ""'ultimately"", ""'"", ',', ""'coheres"", ""'"", ',', ""'into"", ""'"", ',', ""'"", 'a', ""'"", ',', ""'sane"", ""'"", ',', ""'and"", ""'"", ',', ""'breathtakingly"", ""'"", ',', ""'creative"", ""'"", ',', ""'film"", ""'"", ',', ""'"", '.', ""'"", ']']",4.0,"['low', 'rent', 'frame', 'one']",[]
7839,7840.0,319.0,"['[', ""'there"", ""'"", ',', ""'is"", ""'"", ',', ""'more"", ""'"", ',', ""'than"", ""'"", ',', ""'one"", ""'"", ',', ""'joke"", ""'"", ',', ""'about"", ""'"", ',', ""'putting"", ""'"", ',', ""'the"", ""'"", ',', ""'toilet"", ""'"", ',', ""'seat"", ""'"", ',', ""'down"", ""'"", ',', ""'"", '.', ""'"", ']']",2.0,"['power', 'script', 'performance', 'come', 'whole', 'damned', 'thing', 'get', 'moral', 'hackle']",[]
7854,7855.0,320.0,"['[', ""'has"", ""'"", ',', ""'-rrb-"", ""'"", ']']",2.0,"['animated', 'comedy', 'since', 'dog', 'rover', 'dangerfield']",[]
7882,7883.0,321.0,"['[', ""'so"", ""'"", ',', ""'original"", ""'"", ',', ""'in"", ""'"", ',', ""'its"", ""'"", ',', ""'base"", ""'"", ',', ""'concept"", ""'"", ',', ""'that"", ""'"", ',', ""'you"", ""'"", ',', ""'can"", ""'"", ',', ""'not"", ""'"", ',', ""'help"", ""'"", ',', ""'but"", ""'"", ',', ""'get"", ""'"", ',', ""'caught"", ""'"", ',', ""'up"", ""'"", ',', ""'"", '.', ""'"", ']']",4.0,"['never', 'guess', 'performance']",[]
7900,7901.0,322.0,"['[', ""'it"", ""'"", ',', ""'appears"", ""'"", ',', ""'to"", ""'"", ',', ""'have"", ""'"", ',', ""'been"", ""'"", ',', ""'made"", ""'"", ',', ""'by"", ""'"", ',', ""'people"", ""'"", ',', ""'to"", ""'"", ',', ""'whom"", ""'"", ',', ""'the"", ""'"", ',', ""'idea"", ""'"", ',', ""'of"", ""'"", ',', ""'narrative"", ""'"", ',', ""'logic"", ""'"", ',', ""'or"", ""'"", ',', ""'cohesion"", ""'"", ',', ""'is"", ""'"", ',', ""'an"", ""'"", ',', ""'entirely"", ""'"", ',', ""'foreign"", ""'"", ',', ""'concept"", ""'"", ',', ""'"", '.', ""'"", ']']",0.0,"['drag', 'nettelbeck', 'see', 'work', 'woman', 'least', 'work', 'woman', 'show', 'little', 'understanding']",[]
7927,7928.0,323.0,"['[', ""'if"", ""'"", ',', ""'you"", ""'"", ',', ""'ignore"", ""'"", ',', ""'the"", ""'"", ',', ""'cliches"", ""'"", ',', ""'and"", ""'"", ',', ""'concentrate"", ""'"", ',', ""'on"", ""'"", ',', ""'city"", ""'"", ',', ""'by"", ""'"", ',', ""'the"", ""'"", ',', ""'sea"", ""'"", ',', '``', ""'s"", ""''"", ',', ""'interpersonal"", ""'"", ',', ""'drama"", ""'"", ',', ""'"", ',', ""'"", ',', ""'it"", ""'"", ',', ""'ai"", ""'"", ',', '``', ""n't"", ""''"", ',', ""'half-bad"", ""'"", ',', ""'"", '.', ""'"", ']']",2.0,"['something', 'particular', 'film', 'viewer', 'expect', 'something', 'special', 'instead', 'get', 'rehash']",[]
7952,7953.0,324.0,"['[', ""'"", 'a', ""'"", ',', ""'dreadful"", ""'"", ',', ""'day"", ""'"", ',', ""'in"", ""'"", ',', ""'irish"", ""'"", ',', ""'history"", ""'"", ',', ""'is"", ""'"", ',', ""'given"", ""'"", ',', ""'passionate"", ""'"", ',', ""'"", ',', ""'"", ',', ""'if"", ""'"", ',', ""'somewhat"", ""'"", ',', ""'flawed"", ""'"", ',', ""'"", ',', ""'"", ',', ""'treatment"", ""'"", ',', ""'"", '.', ""'"", ']']",3.0,"['movie', 'make', 'big', 'screen', 'small', 'screen', 'like', 'ballistic', 'eck', 'sever', 'make', 'palm', 'screen']",[]
7972,7973.0,325.0,"['[', ""'see"", ""'"", ',', ""'it"", ""'"", ',', ""'"", '.', ""'"", ']']",4.0,"['director', 'charles', 'stone', 'iii', 'applies', 'detail', 'film', 'music', 'story', 'line', 'best', 'drumline', 'energy']",[]
7973,7974.0,326.0,"['[', ""'nothing"", ""'"", ',', ""'but"", ""'"", ',', ""'an"", ""'"", ',', ""'episode"", ""'"", ',', ""'of"", ""'"", ',', ""'smackdown"", ""'"", ',', ""'"", '!', ""'"", ']']",1.0,"['read', 'subtitle', 'opera', 'sing', 'italian', 'like', 'masterpiece', 'theatre', 'type', 'costume', 'enjoy', 'movie']",[]
7980,7981.0,327.0,"['[', ""'"", 'a', ""'"", ',', ""'guilty"", ""'"", ',', ""'pleasure"", ""'"", ',', ""'at"", ""'"", ',', ""'best"", ""'"", ',', ""'"", ',', ""'"", ',', ""'and"", ""'"", ',', ""'not"", ""'"", ',', ""'worth"", ""'"", ',', ""'seeing"", ""'"", ',', ""'unless"", ""'"", ',', ""'you"", ""'"", ',', ""'want"", ""'"", ',', ""'to"", ""'"", ',', ""'laugh"", ""'"", ',', ""'at"", ""'"", ',', ""'it"", ""'"", ',', ""'"", '.', ""'"", ']']",2.0,"['quelle', 'surprise']",[]
7998,7999.0,328.0,"['[', ""'perhaps"", ""'"", ',', ""'"", 'a', ""'"", ',', ""'better"", ""'"", ',', ""'celebration"", ""'"", ',', ""'of"", ""'"", ',', ""'these"", ""'"", ',', ""'unfairly"", ""'"", ',', ""'dismissed"", ""'"", ',', ""'heroes"", ""'"", ',', ""'would"", ""'"", ',', ""'be"", ""'"", ',', ""'"", 'a', ""'"", ',', ""'film"", ""'"", ',', ""'that"", ""'"", ',', ""'is"", ""'"", ',', '``', ""n't"", ""''"", ',', ""'this"", ""'"", ',', ""'painfully"", ""'"", ',', ""'forced"", ""'"", ',', ""'"", ',', ""'"", ',', ""'false"", ""'"", ',', ""'and"", ""'"", ',', ""'fabricated"", ""'"", ',', ""'"", '.', ""'"", ']']",1.0,"['wanker', 'goth', 'loose']",[]
8027,8028.0,329.0,"['[', ""'"", 'a', ""'"", ',', ""'relative"", ""'"", ',', ""'letdown"", ""'"", ',', ""'"", '.', ""'"", ']']",0.0,"['give', 'fact', 'virtually', 'one', 'bind', 'show', 'theatre', 'project', 'make', 'tube']",[]
8032,8033.0,330.0,"['[', ""'"", '`', ""'"", ',', ""'hey"", ""'"", ',', ""'arnold"", ""'"", ',', ""'"", '!', ""'"", ',', '``', ""'"", ""''"", ']']",2.0,"['film', 'thrust', 'inchoate', 'already', 'eldritch', 'christian', 'right', 'propaganda', 'machine', 'national', 'medium', 'circle']",[]
8038,8039.0,331.0,"['[', ""'but"", ""'"", ',', ""'though"", ""'"", ',', ""'he"", ""'"", ',', ""'only"", ""'"", ',', ""'scratches"", ""'"", ',', ""'the"", ""'"", ',', ""'surface"", ""'"", ',', ""'"", ',', ""'"", ',', ""'at"", ""'"", ',', ""'least"", ""'"", ',', ""'he"", ""'"", ',', ""'provides"", ""'"", ',', ""'"", 'a', ""'"", ',', ""'strong"", ""'"", ',', ""'itch"", ""'"", ',', ""'to"", ""'"", ',', ""'explore"", ""'"", ',', ""'more"", ""'"", ',', ""'"", '.', ""'"", ']']",3.0,"['large', 'kilmer', 'movie', 'strong', 'performance', 'since', 'door']",[]
8059,8060.0,332.0,"['[', ""'the"", ""'"", ',', ""'band"", ""'"", ',', ""'performances"", ""'"", ',', ""'featured"", ""'"", ',', ""'in"", ""'"", ',', ""'drumline"", ""'"", ',', ""'are"", ""'"", ',', ""'red"", ""'"", ',', ""'hot"", ""'"", ',', ""'"", '...', ""'"", ',', ""'-lrb-"", ""'"", ',', ""'but"", ""'"", ',', ""'-rrb-"", ""'"", ',', ""'from"", ""'"", ',', ""'"", 'a', ""'"", ',', ""'mere"", ""'"", ',', ""'story"", ""'"", ',', ""'point"", ""'"", ',', ""'of"", ""'"", ',', ""'view"", ""'"", ',', ""'"", ',', ""'"", ',', ""'the"", ""'"", ',', ""'film"", ""'"", ',', '``', ""'s"", ""''"", ',', ""'ice"", ""'"", ',', ""'cold"", ""'"", ',', ""'"", '.', ""'"", ']']",2.0,"['although', 'melodramatic', 'predictable', 'romantic', 'comedy', 'explore', 'friendship', 'five', 'frantic', 'effort', 'find', 'love']",[]
8089,8090.0,333.0,"['[', ""'"", 'a', ""'"", ',', ""'non-mystery"", ""'"", ',', ""'mystery"", ""'"", ',', ""'"", '.', ""'"", ']']",1.0,"['loud', 'chaotic', 'largely', 'unfunny']",[]
8093,8094.0,334.0,"['[', ""'leigh"", ""'"", ',', ""'is"", ""'"", ',', ""'one"", ""'"", ',', ""'of"", ""'"", ',', ""'the"", ""'"", ',', ""'rare"", ""'"", ',', ""'directors"", ""'"", ',', ""'who"", ""'"", ',', ""'feels"", ""'"", ',', ""'acting"", ""'"", ',', ""'is"", ""'"", ',', ""'the"", ""'"", ',', ""'heart"", ""'"", ',', ""'and"", ""'"", ',', ""'soul"", ""'"", ',', ""'of"", ""'"", ',', ""'cinema"", ""'"", ',', ""'"", '.', ""'"", ']']",4.0,"['since', 'dahmer', 'resort', 'standard', 'slasher', 'flick', 'thrill', 'mind', 'killer', 'miss', 'major', 'opportunity', 'truly', 'revelatory', 'psyche']",[]
8113,8114.0,335.0,"['[', ""'the"", ""'"", ',', ""'cast"", ""'"", ',', ""'delivers"", ""'"", ',', ""'without"", ""'"", ',', ""'sham"", ""'"", ',', ""'the"", ""'"", ',', ""'raw-nerved"", ""'"", ',', ""'story"", ""'"", ',', ""'"", '.', ""'"", ']']",3.0,"['notion', 'delete', 'emotion', 'people', 'even', 'advanced', 'prozac', 'nation', 'insanely', 'dysfunctional', 'rampantly', 'design', 'equilibrium', 'become', 'concept', 'doofus']",[]
8124,8125.0,336.0,"['[', ""'this"", ""'"", ',', ""'is"", ""'"", ',', ""'"", 'a', ""'"", ',', ""'monumental"", ""'"", ',', ""'achievement"", ""'"", ',', ""'in"", ""'"", ',', ""'practically"", ""'"", ',', ""'every"", ""'"", ',', ""'facet"", ""'"", ',', ""'of"", ""'"", ',', ""'inept"", ""'"", ',', ""'filmmaking"", ""'"", ',', ""'"", ':', ""'"", ',', ""'joyless"", ""'"", ',', ""'"", ',', ""'"", ',', ""'idiotic"", ""'"", ',', ""'"", ',', ""'"", ',', ""'annoying"", ""'"", ',', ""'"", ',', ""'"", ',', ""'heavy-handed"", ""'"", ',', ""'"", ',', ""'"", ',', ""'visually"", ""'"", ',', ""'atrocious"", ""'"", ',', ""'"", ',', ""'"", ',', ""'and"", ""'"", ',', ""'often"", ""'"", ',', ""'downright"", ""'"", ',', ""'creepy"", ""'"", ',', ""'"", '.', ""'"", ']']",1.0,"['mostly', 'shafer', 'gregory', 'hinton', 'lack', 'viewpoint', 'sense', 'humor']",[]
8159,8160.0,337.0,"['[', ""'the"", ""'"", ',', ""'filmmaker"", ""'"", ',', '``', ""'s"", ""''"", ',', ""'heart"", ""'"", ',', ""'is"", ""'"", ',', ""'in"", ""'"", ',', ""'the"", ""'"", ',', ""'right"", ""'"", ',', ""'place"", ""'"", ',', ""'"", '...', ""'"", ']']",2.0,"['bryan', 'adams', 'contribute', 'slew', 'song', 'potential', 'hit', 'simply', 'intrusive', 'story', 'whole', 'package', 'certainly', 'capture', 'intended', 'er', 'spirit', 'piece']",[]
8168,8169.0,338.0,"['[', ""'one"", ""'"", ',', ""'of"", ""'"", ',', ""'the"", ""'"", ',', ""'most"", ""'"", ',', ""'highly-praised"", ""'"", ',', ""'disappointments"", ""'"", ',', ""'"", 'i', ""'"", ',', '``', ""'ve"", ""''"", ',', ""'had"", ""'"", ',', ""'the"", ""'"", ',', ""'misfortune"", ""'"", ',', ""'to"", ""'"", ',', ""'watch"", ""'"", ',', ""'in"", ""'"", ',', ""'quite"", ""'"", ',', ""'some"", ""'"", ',', ""'time"", ""'"", ',', ""'"", '.', ""'"", ']']",0.0,"['flinch', 'unsettling', 'prognosis', 'namely', 'legacy', 'war', 'kind', 'perpetual', 'pain']",[]
8190,8191.0,339.0,"['[', ""'rock"", ""'"", ',', '``', ""'s"", ""''"", ',', ""'stand-up"", ""'"", ',', ""'magic"", ""'"", ',', ""'wanes"", ""'"", ',', ""'"", '.', ""'"", ']']",1.0,"['mildly', 'entertaining', 'especially', 'find', 'comfort', 'familiarity']",[]
8197,8198.0,340.0,"['[', ""'roman"", ""'"", ',', ""'polanski"", ""'"", ',', ""'directs"", ""'"", ',', ""'the"", ""'"", ',', ""'pianist"", ""'"", ',', ""'like"", ""'"", ',', ""'"", 'a', ""'"", ',', ""'surgeon"", ""'"", ',', ""'mends"", ""'"", ',', ""'"", 'a', ""'"", ',', ""'broken"", ""'"", ',', ""'heart"", ""'"", ',', ""'"", ';', ""'"", ',', ""'very"", ""'"", ',', ""'meticulously"", ""'"", ',', ""'but"", ""'"", ',', ""'without"", ""'"", ',', ""'any"", ""'"", ',', ""'passion"", ""'"", ',', ""'"", '.', ""'"", ']']",1.0,"['mess', 'movie', 'nothing', 'short', 'travesty', 'transvestite', 'comedy']",[]
8220,8221.0,341.0,"['[', ""'sadly"", ""'"", ',', ""'"", ',', ""'"", ',', ""'"", '`', ""'"", ',', ""'garth"", ""'"", ',', '``', ""'"", ""''"", ',', ""'has"", ""'"", ',', '``', ""n't"", ""''"", ',', ""'progressed"", ""'"", ',', ""'as"", ""'"", ',', ""'nicely"", ""'"", ',', ""'as"", ""'"", ',', ""'"", '`', ""'"", ',', ""'wayne"", ""'"", ',', ""'"", '.', ""'"", ',', '``', ""'"", ""''"", ']']",1.0,"['frustrating', 'tweener', 'slick', 'contrive', 'exploitative', 'art', 'house', 'cynical', 'small', 'decadent', 'mall']",[]
8238,8239.0,342.0,"['[', ""'with"", ""'"", ',', ""'wit"", ""'"", ',', ""'and"", ""'"", ',', ""'empathy"", ""'"", ',', ""'to"", ""'"", ',', ""'spare"", ""'"", ',', ""'"", ',', ""'"", ',', ""'waydowntown"", ""'"", ',', ""'acknowledges"", ""'"", ',', ""'the"", ""'"", ',', ""'silent"", ""'"", ',', ""'screams"", ""'"", ',', ""'of"", ""'"", ',', ""'workaday"", ""'"", ',', ""'inertia"", ""'"", ',', ""'but"", ""'"", ',', ""'stops"", ""'"", ',', ""'short"", ""'"", ',', ""'of"", ""'"", ',', ""'indulging"", ""'"", ',', ""'its"", ""'"", ',', ""'characters"", ""'"", ',', '``', ""'"", ""''"", ',', ""'striving"", ""'"", ',', ""'solipsism"", ""'"", ',', ""'"", '.', ""'"", ']']",2.0,"['pleasant', 'forgettable', 'romp', 'film']",[]
8274,8275.0,343.0,"['[', ""'it"", ""'"", ',', ""'labours"", ""'"", ',', ""'as"", ""'"", ',', ""'storytelling"", ""'"", ',', ""'"", '.', ""'"", ']']",1.0,"['renner', 'carry', 'much', 'film', 'creepy', 'performance']",[]
8279,8280.0,344.0,"['[', ""'remember"", ""'"", ',', ""'back"", ""'"", ',', ""'when"", ""'"", ',', ""'thrillers"", ""'"", ',', ""'actually"", ""'"", ',', ""'thrilled"", ""'"", ',', ""'"", '?', ""'"", ']']",1.0,"['three', 'film', 'form', 'remarkably', 'cohesive', 'whole', 'visually', 'thematically', 'consistently', 'sensitive', 'often', 'exciting', 'treatment', 'ignored', 'people']",[]
8286,8287.0,345.0,"['[', ""'the"", ""'"", ',', ""'otherwise"", ""'"", ',', ""'good-naturedness"", ""'"", ',', ""'of"", ""'"", ',', ""'mr"", '.', ""'"", ',', ""'deeds"", ""'"", ',', ""'"", ',', ""'"", ',', ""'with"", ""'"", ',', ""'its"", ""'"", ',', ""'embrace"", ""'"", ',', ""'of"", ""'"", ',', ""'sheer"", ""'"", ',', ""'goofiness"", ""'"", ',', ""'and"", ""'"", ',', ""'cameos"", ""'"", ',', ""'of"", ""'"", ',', ""'less"", ""'"", ',', ""'-"", ""'"", ',', ""'than-likely"", ""'"", ',', ""'new"", ""'"", ',', ""'york"", ""'"", ',', ""'celebrities"", ""'"", ',', ""'"", '...', ""'"", ',', ""'certainly"", ""'"", ',', ""'raises"", ""'"", ',', ""'the"", ""'"", ',', ""'film"", ""'"", ',', ""'above"", ""'"", ',', ""'anything"", ""'"", ',', ""'sandler"", ""'"", ',', '``', ""'s"", ""''"", ',', ""'been"", ""'"", ',', ""'attached"", ""'"", ',', ""'to"", ""'"", ',', ""'before"", ""'"", ',', ""'"", '.', ""'"", ']']",3.0,"['fourth', 'pokemon', 'diverting', 'predictable', 'adventure', 'suitable', 'matinee', 'message', 'caution', 'child', 'disturb', 'world', 'delicate', 'ecological', 'balance']",[]
8332,8333.0,346.0,"['[', ""'fails"", ""'"", ',', ""'so"", ""'"", ',', ""'fundamentally"", ""'"", ',', ""'on"", ""'"", ',', ""'every"", ""'"", ',', ""'conventional"", ""'"", ',', ""'level"", ""'"", ',', ""'that"", ""'"", ',', ""'it"", ""'"", ',', ""'achieves"", ""'"", ',', ""'some"", ""'"", ',', ""'kind"", ""'"", ',', ""'of"", ""'"", ',', ""'goofy"", ""'"", ',', ""'grandeur"", ""'"", ',', ""'"", '.', ""'"", ']']",1.0,"['succeed', 'recent', 'predecessor', 'miserably', 'fail', 'demand', 'suffer', 'dreadfulness', 'war', 'side']",[]
8352,8353.0,347.0,"['[', ""'"", '...', ""'"", ',', ""'"", 'a', ""'"", ',', ""'ho-hum"", ""'"", ',', ""'affair"", ""'"", ',', ""'"", ',', ""'"", ',', ""'always"", ""'"", ',', ""'watchable"", ""'"", ',', ""'yet"", ""'"", ',', ""'hardly"", ""'"", ',', ""'memorable"", ""'"", ',', ""'"", '.', ""'"", ']']",2.0,"['make', 'feel', 'unclean', 'guy', 'like', 'something', 'mary', 'american', 'pie', 'movie']",[]
8366,8367.0,348.0,"['[', ""'"", 'i', ""'"", ',', ""'just"", ""'"", ',', ""'saw"", ""'"", ',', ""'this"", ""'"", ',', ""'movie"", ""'"", ',', ""'"", '...', ""'"", ',', ""'well"", ""'"", ',', ""'"", ',', ""'"", ',', ""'it"", ""'"", ',', '``', ""'s"", ""''"", ',', ""'probably"", ""'"", ',', ""'not"", ""'"", ',', ""'accurate"", ""'"", ',', ""'to"", ""'"", ',', ""'call"", ""'"", ',', ""'it"", ""'"", ',', ""'"", 'a', ""'"", ',', ""'movie"", ""'"", ',', ""'"", '.', ""'"", ']']",1.0,"['whether', 'like', 'basically', 'matter', 'taste']",[]
8382,8383.0,349.0,"['[', ""'though"", ""'"", ',', ""'uniformly"", ""'"", ',', ""'well"", ""'"", ',', ""'acted"", ""'"", ',', ""'"", ',', ""'"", ',', ""'especially"", ""'"", ',', ""'by"", ""'"", ',', ""'young"", ""'"", ',', ""'ballesta"", ""'"", ',', ""'and"", ""'"", ',', ""'galan"", ""'"", ',', ""'-lrb-"", ""'"", ',', ""'"", 'a', ""'"", ',', ""'first-time"", ""'"", ',', ""'actor"", ""'"", ',', ""'-rrb-"", ""'"", ',', ""'"", ',', ""'"", ',', ""'writer\\\\/director"", ""'"", ',', ""'achero"", ""'"", ',', ""'manas"", ""'"", ',', '``', ""'s"", ""''"", ',', ""'film"", ""'"", ',', ""'is"", ""'"", ',', ""'schematic"", ""'"", ',', ""'and"", ""'"", ',', ""'obvious"", ""'"", ',', ""'"", '.', ""'"", ']']",2.0,"['present', 'nothing', 'special', 'final', 'act', 'nothing', 'overtly', 'disagreeable']",[]
